id	kind	reference	status	issue	source_manifest	schema_evidence	values_evidence	relations_evidence	runtime_evidence	notes
sql:characters.character_spell	sql-table	c699217775d90794158422387b07a917e161b582:sql/base/characters_database.sql#character_spell	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
sql:characters.character_spell_cooldown	sql-table	c699217775d90794158422387b07a917e161b582:sql/base/characters_database.sql#character_spell_cooldown	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
sql:characters.character_stats	sql-table	c699217775d90794158422387b07a917e161b582:sql/base/characters_database.sql#character_stats	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
sql:characters.character_talent	sql-table	c699217775d90794158422387b07a917e161b582:sql/base/characters_database.sql#character_talent	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
sql:characters.character_void_storage	sql-table	c699217775d90794158422387b07a917e161b582:sql/base/characters_database.sql#character_void_storage	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
sql:characters.characters	sql-table	c699217775d90794158422387b07a917e161b582:sql/base/characters_database.sql#characters	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
sql:characters.corpse	sql-table	c699217775d90794158422387b07a917e161b582:sql/base/characters_database.sql#corpse	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
sql:characters.corpse_phases	sql-table	c699217775d90794158422387b07a917e161b582:sql/base/characters_database.sql#corpse_phases	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
sql:characters.game_event_condition_save	sql-table	c699217775d90794158422387b07a917e161b582:sql/base/characters_database.sql#game_event_condition_save	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
sql:characters.game_event_save	sql-table	c699217775d90794158422387b07a917e161b582:sql/base/characters_database.sql#game_event_save	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
sql:characters.gm_subsurvey	sql-table	c699217775d90794158422387b07a917e161b582:sql/base/characters_database.sql#gm_subsurvey	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
sql:characters.gm_survey	sql-table	c699217775d90794158422387b07a917e161b582:sql/base/characters_database.sql#gm_survey	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
sql:characters.gm_ticket	sql-table	c699217775d90794158422387b07a917e161b582:sql/base/characters_database.sql#gm_ticket	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
sql:characters.group_instance	sql-table	c699217775d90794158422387b07a917e161b582:sql/base/characters_database.sql#group_instance	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
sql:characters.group_member	sql-table	c699217775d90794158422387b07a917e161b582:sql/base/characters_database.sql#group_member	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
sql:characters.groups	sql-table	c699217775d90794158422387b07a917e161b582:sql/base/characters_database.sql#groups	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
sql:characters.guild	sql-table	c699217775d90794158422387b07a917e161b582:sql/base/characters_database.sql#guild	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
sql:characters.guild_achievement	sql-table	c699217775d90794158422387b07a917e161b582:sql/base/characters_database.sql#guild_achievement	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
sql:characters.guild_achievement_progress	sql-table	c699217775d90794158422387b07a917e161b582:sql/base/characters_database.sql#guild_achievement_progress	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
sql:characters.guild_bank_eventlog	sql-table	c699217775d90794158422387b07a917e161b582:sql/base/characters_database.sql#guild_bank_eventlog	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
sql:characters.guild_bank_item	sql-table	c699217775d90794158422387b07a917e161b582:sql/base/characters_database.sql#guild_bank_item	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
sql:characters.guild_bank_right	sql-table	c699217775d90794158422387b07a917e161b582:sql/base/characters_database.sql#guild_bank_right	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
sql:characters.guild_bank_tab	sql-table	c699217775d90794158422387b07a917e161b582:sql/base/characters_database.sql#guild_bank_tab	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
sql:characters.guild_eventlog	sql-table	c699217775d90794158422387b07a917e161b582:sql/base/characters_database.sql#guild_eventlog	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
sql:characters.guild_finder_applicant	sql-table	c699217775d90794158422387b07a917e161b582:sql/base/characters_database.sql#guild_finder_applicant	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
sql:characters.guild_finder_guild_settings	sql-table	c699217775d90794158422387b07a917e161b582:sql/base/characters_database.sql#guild_finder_guild_settings	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
sql:characters.guild_member	sql-table	c699217775d90794158422387b07a917e161b582:sql/base/characters_database.sql#guild_member	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
sql:characters.guild_member_withdraw	sql-table	c699217775d90794158422387b07a917e161b582:sql/base/characters_database.sql#guild_member_withdraw	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
sql:characters.guild_newslog	sql-table	c699217775d90794158422387b07a917e161b582:sql/base/characters_database.sql#guild_newslog	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
sql:characters.guild_old_member	sql-table	c699217775d90794158422387b07a917e161b582:sql/base/characters_database.sql#guild_old_member	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
sql:characters.guild_rank	sql-table	c699217775d90794158422387b07a917e161b582:sql/base/characters_database.sql#guild_rank	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
sql:characters.instance	sql-table	c699217775d90794158422387b07a917e161b582:sql/base/characters_database.sql#instance	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
sql:characters.instance_reset	sql-table	c699217775d90794158422387b07a917e161b582:sql/base/characters_database.sql#instance_reset	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
sql:characters.item_instance	sql-table	c699217775d90794158422387b07a917e161b582:sql/base/characters_database.sql#item_instance	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
sql:characters.item_loot_items	sql-table	c699217775d90794158422387b07a917e161b582:sql/base/characters_database.sql#item_loot_items	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
sql:characters.item_loot_money	sql-table	c699217775d90794158422387b07a917e161b582:sql/base/characters_database.sql#item_loot_money	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
sql:characters.item_refund_instance	sql-table	c699217775d90794158422387b07a917e161b582:sql/base/characters_database.sql#item_refund_instance	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
sql:characters.item_soulbound_trade_data	sql-table	c699217775d90794158422387b07a917e161b582:sql/base/characters_database.sql#item_soulbound_trade_data	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
sql:characters.lag_reports	sql-table	c699217775d90794158422387b07a917e161b582:sql/base/characters_database.sql#lag_reports	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
sql:characters.lfg_data	sql-table	c699217775d90794158422387b07a917e161b582:sql/base/characters_database.sql#lfg_data	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
sql:characters.mail	sql-table	c699217775d90794158422387b07a917e161b582:sql/base/characters_database.sql#mail	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
sql:characters.mail_items	sql-table	c699217775d90794158422387b07a917e161b582:sql/base/characters_database.sql#mail_items	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
sql:characters.pet_aura	sql-table	c699217775d90794158422387b07a917e161b582:sql/base/characters_database.sql#pet_aura	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
sql:characters.pet_spell	sql-table	c699217775d90794158422387b07a917e161b582:sql/base/characters_database.sql#pet_spell	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
sql:characters.pet_spell_cooldown	sql-table	c699217775d90794158422387b07a917e161b582:sql/base/characters_database.sql#pet_spell_cooldown	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
sql:characters.petition	sql-table	c699217775d90794158422387b07a917e161b582:sql/base/characters_database.sql#petition	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
sql:characters.petition_sign	sql-table	c699217775d90794158422387b07a917e161b582:sql/base/characters_database.sql#petition_sign	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
sql:characters.pool_quest_save	sql-table	c699217775d90794158422387b07a917e161b582:sql/base/characters_database.sql#pool_quest_save	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
sql:characters.pvpstats_battlegrounds	sql-table	c699217775d90794158422387b07a917e161b582:sql/base/characters_database.sql#pvpstats_battlegrounds	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
sql:characters.pvpstats_players	sql-table	c699217775d90794158422387b07a917e161b582:sql/base/characters_database.sql#pvpstats_players	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
sql:characters.quest_tracker	sql-table	c699217775d90794158422387b07a917e161b582:sql/base/characters_database.sql#quest_tracker	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
sql:characters.reserved_name	sql-table	c699217775d90794158422387b07a917e161b582:sql/base/characters_database.sql#reserved_name	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
sql:characters.respawn	sql-table	c699217775d90794158422387b07a917e161b582:sql/base/characters_database.sql#respawn	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
sql:characters.updates	sql-table	c699217775d90794158422387b07a917e161b582:sql/base/characters_database.sql#updates	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
sql:characters.updates_include	sql-table	c699217775d90794158422387b07a917e161b582:sql/base/characters_database.sql#updates_include	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
sql:characters.warden_action	sql-table	c699217775d90794158422387b07a917e161b582:sql/base/characters_database.sql#warden_action	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
sql:characters.world_state_value	sql-table	c699217775d90794158422387b07a917e161b582:sql/base/characters_database.sql#world_state_value	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
sql:characters.world_variable	sql-table	c699217775d90794158422387b07a917e161b582:sql/base/characters_database.sql#world_variable	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
sql:hotfixes.hotfix_data	sql-table	c699217775d90794158422387b07a917e161b582:sql/base/dev/hotfixes_database.sql#hotfix_data	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
sql:hotfixes.item	sql-table	c699217775d90794158422387b07a917e161b582:sql/base/dev/hotfixes_database.sql#item	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
sql:hotfixes.item_currency_cost	sql-table	c699217775d90794158422387b07a917e161b582:sql/base/dev/hotfixes_database.sql#item_currency_cost	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
sql:hotfixes.item_extended_cost	sql-table	c699217775d90794158422387b07a917e161b582:sql/base/dev/hotfixes_database.sql#item_extended_cost	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
sql:hotfixes.item_sparse	sql-table	c699217775d90794158422387b07a917e161b582:sql/base/dev/hotfixes_database.sql#item_sparse	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
sql:hotfixes.item_sparse_locale	sql-table	c699217775d90794158422387b07a917e161b582:sql/base/dev/hotfixes_database.sql#item_sparse_locale	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
sql:hotfixes.key_chain	sql-table	c699217775d90794158422387b07a917e161b582:sql/base/dev/hotfixes_database.sql#key_chain	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
sql:hotfixes.updates	sql-table	c699217775d90794158422387b07a917e161b582:sql/base/dev/hotfixes_database.sql#updates	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
sql:hotfixes.updates_include	sql-table	c699217775d90794158422387b07a917e161b582:sql/base/dev/hotfixes_database.sql#updates_include	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
sql:world.access_requirement	sql-table	c699217775d90794158422387b07a917e161b582:sql/base/dev/world_database.sql#access_requirement	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
sql:world.achievement_criteria_data	sql-table	c699217775d90794158422387b07a917e161b582:sql/base/dev/world_database.sql#achievement_criteria_data	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
sql:world.achievement_dbc	sql-table	c699217775d90794158422387b07a917e161b582:sql/base/dev/world_database.sql#achievement_dbc	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
sql:world.achievement_reward	sql-table	c699217775d90794158422387b07a917e161b582:sql/base/dev/world_database.sql#achievement_reward	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
sql:world.achievement_reward_locale	sql-table	c699217775d90794158422387b07a917e161b582:sql/base/dev/world_database.sql#achievement_reward_locale	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
sql:world.archaeology_projects	sql-table	c699217775d90794158422387b07a917e161b582:sql/base/dev/world_database.sql#archaeology_projects	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
sql:world.archaeology_sites	sql-table	c699217775d90794158422387b07a917e161b582:sql/base/dev/world_database.sql#archaeology_sites	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
sql:world.areatrigger_involvedrelation	sql-table	c699217775d90794158422387b07a917e161b582:sql/base/dev/world_database.sql#areatrigger_involvedrelation	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
sql:world.areatrigger_scripts	sql-table	c699217775d90794158422387b07a917e161b582:sql/base/dev/world_database.sql#areatrigger_scripts	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
sql:world.areatrigger_tavern	sql-table	c699217775d90794158422387b07a917e161b582:sql/base/dev/world_database.sql#areatrigger_tavern	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
sql:world.areatrigger_teleport	sql-table	c699217775d90794158422387b07a917e161b582:sql/base/dev/world_database.sql#areatrigger_teleport	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
sql:world.battleground_template	sql-table	c699217775d90794158422387b07a917e161b582:sql/base/dev/world_database.sql#battleground_template	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
sql:world.battlemaster_entry	sql-table	c699217775d90794158422387b07a917e161b582:sql/base/dev/world_database.sql#battlemaster_entry	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
sql:world.broadcast_text	sql-table	c699217775d90794158422387b07a917e161b582:sql/base/dev/world_database.sql#broadcast_text	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
sql:world.broadcast_text_locale	sql-table	c699217775d90794158422387b07a917e161b582:sql/base/dev/world_database.sql#broadcast_text_locale	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
sql:world.command	sql-table	c699217775d90794158422387b07a917e161b582:sql/base/dev/world_database.sql#command	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
sql:world.conditions	sql-table	c699217775d90794158422387b07a917e161b582:sql/base/dev/world_database.sql#conditions	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
sql:world.creature	sql-table	c699217775d90794158422387b07a917e161b582:sql/base/dev/world_database.sql#creature	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
sql:world.creature_addon	sql-table	c699217775d90794158422387b07a917e161b582:sql/base/dev/world_database.sql#creature_addon	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
sql:world.creature_classlevelstats	sql-table	c699217775d90794158422387b07a917e161b582:sql/base/dev/world_database.sql#creature_classlevelstats	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
sql:world.creature_equip_template	sql-table	c699217775d90794158422387b07a917e161b582:sql/base/dev/world_database.sql#creature_equip_template	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
sql:world.creature_formations	sql-table	c699217775d90794158422387b07a917e161b582:sql/base/dev/world_database.sql#creature_formations	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
sql:world.creature_loot_template	sql-table	c699217775d90794158422387b07a917e161b582:sql/base/dev/world_database.sql#creature_loot_template	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
sql:world.creature_model_info	sql-table	c699217775d90794158422387b07a917e161b582:sql/base/dev/world_database.sql#creature_model_info	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
sql:world.creature_movement_info	sql-table	c699217775d90794158422387b07a917e161b582:sql/base/dev/world_database.sql#creature_movement_info	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
sql:world.creature_movement_override	sql-table	c699217775d90794158422387b07a917e161b582:sql/base/dev/world_database.sql#creature_movement_override	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
sql:world.creature_onkill_reward	sql-table	c699217775d90794158422387b07a917e161b582:sql/base/dev/world_database.sql#creature_onkill_reward	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
sql:world.creature_questender	sql-table	c699217775d90794158422387b07a917e161b582:sql/base/dev/world_database.sql#creature_questender	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
sql:world.creature_questitem	sql-table	c699217775d90794158422387b07a917e161b582:sql/base/dev/world_database.sql#creature_questitem	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
sql:world.creature_queststarter	sql-table	c699217775d90794158422387b07a917e161b582:sql/base/dev/world_database.sql#creature_queststarter	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
sql:world.creature_sparring_template	sql-table	c699217775d90794158422387b07a917e161b582:sql/base/dev/world_database.sql#creature_sparring_template	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
sql:world.creature_summon_groups	sql-table	c699217775d90794158422387b07a917e161b582:sql/base/dev/world_database.sql#creature_summon_groups	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
sql:world.creature_template	sql-table	c699217775d90794158422387b07a917e161b582:sql/base/dev/world_database.sql#creature_template	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
sql:world.creature_template_addon	sql-table	c699217775d90794158422387b07a917e161b582:sql/base/dev/world_database.sql#creature_template_addon	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
sql:world.creature_template_locale	sql-table	c699217775d90794158422387b07a917e161b582:sql/base/dev/world_database.sql#creature_template_locale	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
sql:world.creature_template_movement	sql-table	c699217775d90794158422387b07a917e161b582:sql/base/dev/world_database.sql#creature_template_movement	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
sql:world.creature_text	sql-table	c699217775d90794158422387b07a917e161b582:sql/base/dev/world_database.sql#creature_text	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
sql:world.creature_text_locale	sql-table	c699217775d90794158422387b07a917e161b582:sql/base/dev/world_database.sql#creature_text_locale	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
sql:world.creature_trainer	sql-table	c699217775d90794158422387b07a917e161b582:sql/base/dev/world_database.sql#creature_trainer	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
sql:world.disables	sql-table	c699217775d90794158422387b07a917e161b582:sql/base/dev/world_database.sql#disables	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
sql:world.disenchant_loot_template	sql-table	c699217775d90794158422387b07a917e161b582:sql/base/dev/world_database.sql#disenchant_loot_template	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
sql:world.event_scripts	sql-table	c699217775d90794158422387b07a917e161b582:sql/base/dev/world_database.sql#event_scripts	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
sql:world.exploration_basexp	sql-table	c699217775d90794158422387b07a917e161b582:sql/base/dev/world_database.sql#exploration_basexp	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
sql:world.fishing_loot_template	sql-table	c699217775d90794158422387b07a917e161b582:sql/base/dev/world_database.sql#fishing_loot_template	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
sql:world.game_event	sql-table	c699217775d90794158422387b07a917e161b582:sql/base/dev/world_database.sql#game_event	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
sql:world.game_event_arena_seasons	sql-table	c699217775d90794158422387b07a917e161b582:sql/base/dev/world_database.sql#game_event_arena_seasons	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
sql:world.game_event_battleground_holiday	sql-table	c699217775d90794158422387b07a917e161b582:sql/base/dev/world_database.sql#game_event_battleground_holiday	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
sql:world.game_event_condition	sql-table	c699217775d90794158422387b07a917e161b582:sql/base/dev/world_database.sql#game_event_condition	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
sql:world.game_event_creature	sql-table	c699217775d90794158422387b07a917e161b582:sql/base/dev/world_database.sql#game_event_creature	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
sql:world.game_event_creature_quest	sql-table	c699217775d90794158422387b07a917e161b582:sql/base/dev/world_database.sql#game_event_creature_quest	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
sql:world.game_event_gameobject	sql-table	c699217775d90794158422387b07a917e161b582:sql/base/dev/world_database.sql#game_event_gameobject	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
sql:world.game_event_gameobject_quest	sql-table	c699217775d90794158422387b07a917e161b582:sql/base/dev/world_database.sql#game_event_gameobject_quest	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
sql:world.game_event_model_equip	sql-table	c699217775d90794158422387b07a917e161b582:sql/base/dev/world_database.sql#game_event_model_equip	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
sql:world.game_event_npc_vendor	sql-table	c699217775d90794158422387b07a917e161b582:sql/base/dev/world_database.sql#game_event_npc_vendor	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
sql:world.game_event_npcflag	sql-table	c699217775d90794158422387b07a917e161b582:sql/base/dev/world_database.sql#game_event_npcflag	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
sql:world.game_event_pool	sql-table	c699217775d90794158422387b07a917e161b582:sql/base/dev/world_database.sql#game_event_pool	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
sql:world.game_event_prerequisite	sql-table	c699217775d90794158422387b07a917e161b582:sql/base/dev/world_database.sql#game_event_prerequisite	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
sql:world.game_event_quest_condition	sql-table	c699217775d90794158422387b07a917e161b582:sql/base/dev/world_database.sql#game_event_quest_condition	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
sql:world.game_event_seasonal_questrelation	sql-table	c699217775d90794158422387b07a917e161b582:sql/base/dev/world_database.sql#game_event_seasonal_questrelation	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
sql:world.game_tele	sql-table	c699217775d90794158422387b07a917e161b582:sql/base/dev/world_database.sql#game_tele	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
sql:world.game_weather	sql-table	c699217775d90794158422387b07a917e161b582:sql/base/dev/world_database.sql#game_weather	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
sql:world.gameobject	sql-table	c699217775d90794158422387b07a917e161b582:sql/base/dev/world_database.sql#gameobject	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
sql:world.gameobject_addon	sql-table	c699217775d90794158422387b07a917e161b582:sql/base/dev/world_database.sql#gameobject_addon	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
sql:world.gameobject_loot_template	sql-table	c699217775d90794158422387b07a917e161b582:sql/base/dev/world_database.sql#gameobject_loot_template	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
sql:world.gameobject_questender	sql-table	c699217775d90794158422387b07a917e161b582:sql/base/dev/world_database.sql#gameobject_questender	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
sql:world.gameobject_questitem	sql-table	c699217775d90794158422387b07a917e161b582:sql/base/dev/world_database.sql#gameobject_questitem	unassessed	-	-	-	-	-	-	Reference inventory only; AC schema, records, relations, and runtime parity unverified.
